,lat,lon,Location Name,Misinfo_Or_Books,Title
3001,38.9075065,-77.0381183,Embassy of the Republic of the Philippines in the United States,misinfo,stopTheSteal
3002,39.0457549,-76.64127119999999,Maryland,misinfo,stopTheSteal
3003,49.14022199999999,1.187765,Heudreville-sur-Eure,misinfo,stopTheSteal
3004,39.5500507,-105.7820674,Colorado,misinfo,stopTheSteal
3005,39.90510990000001,-75.5943746,Birmingham,misinfo,stopTheSteal
3006,,,,misinfo,stopTheSteal
3007,51.253775,-85.323214,Ontario,misinfo,stopTheSteal
3008,37.09024,-95.712891,United States,misinfo,stopTheSteal
3009,41.4706446,-74.1122506,New Windsor,misinfo,stopTheSteal
3010,38.9784492,-76.4945122,EVERYWHERE Communications,misinfo,stopTheSteal
3011,36.778261,-119.4179324,California,misinfo,stopTheSteal
3012,32.0808989,-81.091203,Savannah,misinfo,stopTheSteal
3013,,,,misinfo,stopTheSteal
3014,37.8271784,-122.2913078,San Francisco Bay Area,misinfo,stopTheSteal
3015,36.778261,-119.4179324,California,misinfo,stopTheSteal
3016,34.0522342,-118.2436849,Los Angeles,misinfo,stopTheSteal
3017,39.0525571,-77.45429680000001,Nando's PERi-PERi,misinfo,stopTheSteal
3018,37.09024,-95.712891,United States,misinfo,stopTheSteal
3019,58.39695699999999,-4.2007967,Wee Hoose Glamping,misinfo,stopTheSteal
3020,30.267153,-97.7430608,Austin,misinfo,stopTheSteal
3021,30.375321,69.34511599999999,Pakistan,misinfo,stopTheSteal
3022,,,,misinfo,stopTheSteal
3023,38.6270025,-90.1994042,St. Louis,misinfo,stopTheSteal
3024,37.09024,-95.712891,United States,misinfo,stopTheSteal
3025,37.09024,-95.712891,United States,misinfo,stopTheSteal
3026,29.9743803,-93.9923965,Nederland,misinfo,stopTheSteal
3027,39.031438,-77.423268,American Eagle & Aerie Store,misinfo,stopTheSteal
3028,37.09024,-95.712891,United States,misinfo,stopTheSteal
3029,38.8026097,-116.419389,Nevada,misinfo,stopTheSteal
3030,32.1656221,-82.9000751,Georgia,misinfo,stopTheSteal
3031,41.8781136,-87.6297982,Chicago,misinfo,stopTheSteal
3032,41.4739419,-81.5370671,Shaker Heights,misinfo,stopTheSteal
3033,37.09024,-95.712891,United States,misinfo,stopTheSteal
3034,38.8375215,-120.8958242,Northern California,misinfo,stopTheSteal
3035,29.1871986,-82.14009229999999,Ocala,misinfo,stopTheSteal
3036,48.32952580000001,-123.1406752,Salish Sea,misinfo,stopTheSteal
3037,19.0759837,72.8776559,Mumbai,misinfo,stopTheSteal
3038,42.4072107,-71.3824374,Massachusetts,misinfo,stopTheSteal
3039,37.36883,-122.0363496,Sunnyvale,misinfo,stopTheSteal
3040,41.7658043,-72.6733723,Hartford,misinfo,stopTheSteal
3041,34.0489281,-111.0937311,Arizona,misinfo,stopTheSteal
3042,32.912624,-96.6388833,Garland,misinfo,stopTheSteal
3043,46.0036778,8.951051999999999,Lugano,misinfo,stopTheSteal
3044,-22.9068467,-43.1728965,Rio de Janeiro,misinfo,stopTheSteal
3045,28.0205733,-97.0544341,Rockport,misinfo,stopTheSteal
3046,27.9658533,-82.8001026,Clearwater,misinfo,stopTheSteal
3047,38.6909776,-76.6383183,"Fixed Right & Guaranteed Super Techs, LLC",misinfo,stopTheSteal
3048,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3049,,,,misinfo,stopTheSteal
3050,40.6528762,-73.95949399999999,Kings County,misinfo,stopTheSteal
3051,36.0970819,-80.4192216,Lewisville,misinfo,stopTheSteal
3052,36.778261,-119.4179324,California,misinfo,stopTheSteal
3053,39.9167783,-75.387693,Media,misinfo,stopTheSteal
3054,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3055,43.8041334,-120.5542012,Oregon,misinfo,stopTheSteal
3056,35.0077519,-97.092877,Oklahoma,misinfo,stopTheSteal
3057,41.5581525,-73.0514965,Waterbury,misinfo,stopTheSteal
3058,51.7520209,-1.2577263,Oxford,misinfo,stopTheSteal
3059,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3060,33.4734978,-82.0105148,Augusta,misinfo,stopTheSteal
3061,35.6531943,-83.5070203,Great Smoky Mountains,misinfo,stopTheSteal
3062,38.5976262,-80.4549026,West Virginia,misinfo,stopTheSteal
3063,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3064,39.5349112,-119.7526886,Sparks,misinfo,stopTheSteal
3065,43.8041334,-120.5542012,Oregon,misinfo,stopTheSteal
3066,32.3182314,-86.902298,Alabama,misinfo,stopTheSteal
3067,40.7525262,-73.99244890000001,Ejaz Khan Photography,misinfo,stopTheSteal
3068,39.02208479999999,-77.4215175,The Reinforced Earth Company,misinfo,stopTheSteal
3069,28.5744441,-81.7461873,Minneola,misinfo,stopTheSteal
3070,51.04473309999999,-114.0718831,Calgary,misinfo,stopTheSteal
3071,,,,misinfo,stopTheSteal
3072,46.605172,-120.496273,Washington Wine Country,misinfo,stopTheSteal
3073,38.9330748,-74.9215234,A Place on Earth Studio,misinfo,stopTheSteal
3074,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3075,37.09024,-95.712891,United States,misinfo,stopTheSteal
3076,37.09024,-95.712891,United States,misinfo,stopTheSteal
3077,52.52000659999999,13.404954,Berlin,misinfo,stopTheSteal
3078,46.729553,-94.6858998,Minnesota,misinfo,stopTheSteal
3079,,,,misinfo,stopTheSteal
3080,46.227638,2.213749,France,misinfo,stopTheSteal
3081,40.665243,-73.722146,Red Lobster,misinfo,stopTheSteal
3082,,,,misinfo,stopTheSteal
3083,38.8958561,-77.00978680000001,State of Florida,misinfo,stopTheSteal
3084,,,,misinfo,stopTheSteal
3085,-33.7627374,151.0095358,Bidjigal Reserve,misinfo,stopTheSteal
3086,37.7749295,-122.4194155,San Francisco,misinfo,stopTheSteal
3087,37.09024,-95.712891,United States,misinfo,stopTheSteal
3088,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3089,38.8026097,-116.419389,Nevada,misinfo,stopTheSteal
3090,52.1950788,0.1312729,Cambridge,misinfo,stopTheSteal
3091,37.09024,-95.712891,United States,misinfo,stopTheSteal
3092,45.515232,-122.6783853,Portland,misinfo,stopTheSteal
3093,36.778261,-119.4179324,California,misinfo,stopTheSteal
3094,61.58087629999999,-149.4410598,Wasilla,misinfo,stopTheSteal
3095,42.8142432,-73.9395687,Schenectady,misinfo,stopTheSteal
3096,,,,misinfo,stopTheSteal
3097,41.2033216,-77.1945247,Pennsylvania,misinfo,stopTheSteal
3098,54.5259614,-105.2551187,North America,misinfo,stopTheSteal
3099,,,,misinfo,stopTheSteal
3100,36.778261,-119.4179324,California,misinfo,stopTheSteal
3101,30.0130557,31.2088526,Giza,misinfo,stopTheSteal
3102,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3103,26.339806,-81.7786972,Bonita Springs,misinfo,stopTheSteal
3104,4.8087174,-75.690601,Pereira,misinfo,stopTheSteal
3105,37.09024,-95.712891,United States,misinfo,stopTheSteal
3106,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3107,,,,misinfo,stopTheSteal
3108,41.5800945,-71.4774291,Rhode Island,misinfo,stopTheSteal
3109,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3110,33.748752,-84.38768449999999,Atlanta,misinfo,stopTheSteal
3111,39.0457549,-76.64127119999999,Maryland,misinfo,stopTheSteal
3112,43.8041334,-120.5542012,Oregon,misinfo,stopTheSteal
3113,36.778261,-119.4179324,California,misinfo,stopTheSteal
3114,41.6032207,-73.087749,Connecticut,misinfo,stopTheSteal
3115,,,,misinfo,stopTheSteal
3116,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3117,34.0489281,-111.0937311,Arizona,misinfo,stopTheSteal
3118,40.7571075,-73.9926527,NJ Transit,misinfo,stopTheSteal
3119,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3120,38.8569577,-77.09660880000001,Mike Flaherty's Dixieland Direct Jazz Band,misinfo,stopTheSteal
3121,28.0222435,-81.7328567,Winter Haven,misinfo,stopTheSteal
3122,43.0868237,-70.8010236,Seacoast Physiatry,misinfo,stopTheSteal
3123,34.0522342,-118.2436849,Los Angeles,misinfo,stopTheSteal
3124,51.7612056,-1.2464674,Oxfordshire,misinfo,stopTheSteal
3125,43.8041334,-120.5542012,Oregon,misinfo,stopTheSteal
3126,50.9280143,-0.4617075,West Sussex,misinfo,stopTheSteal
3127,27.950575,-82.4571776,Tampa,misinfo,stopTheSteal
3128,43.7844397,-88.7878678,Wisconsin,misinfo,stopTheSteal
3129,56.130366,-106.346771,Canada,misinfo,stopTheSteal
3130,60.12816100000001,18.643501,Sweden,misinfo,stopTheSteal
3131,35.9606384,-83.9207392,Knoxville,misinfo,stopTheSteal
3132,40.3371523,-75.9488719,South Coast Improvement Company,misinfo,stopTheSteal
3133,38.814166,-77.183399,Midwest University - Washington D.C. Campus,misinfo,stopTheSteal
3134,37.09024,-95.712891,United States,misinfo,stopTheSteal
3135,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3136,38.9017142,-77.4605327,Ted Britt Lincoln of Chantilly,misinfo,stopTheSteal
3137,51.253775,-85.323214,Ontario,misinfo,stopTheSteal
3138,37.09024,-95.712891,United States,misinfo,stopTheSteal
3139,39.1789798,-77.2369693,GW Supermarket,misinfo,stopTheSteal
3140,22.3193039,114.1693611,Hong Kong,misinfo,stopTheSteal
3141,,,,misinfo,stopTheSteal
3142,28.5383832,-81.3789269,Orlando,misinfo,stopTheSteal
3143,42.083639,-78.42992699999999,Olean,misinfo,stopTheSteal
3144,43.653226,-79.3831843,Toronto,misinfo,stopTheSteal
3145,40.1645785,-74.2082671,Howell Township,misinfo,stopTheSteal
3146,27.950575,-82.4571776,Tampa,misinfo,stopTheSteal
3147,,,,misinfo,stopTheSteal
3148,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3149,19.9104798,99.840576,Mueang Chiang Rai,misinfo,stopTheSteal
3150,32.3792233,-86.3077368,Montgomery,misinfo,stopTheSteal
3151,36.778261,-119.4179324,California,misinfo,stopTheSteal
3152,,,,misinfo,stopTheSteal
3153,39.9792659,-76.27634739999999,Willow Street,misinfo,stopTheSteal
3154,33.748752,-84.38768449999999,Atlanta,misinfo,stopTheSteal
3155,37.09024,-95.712891,United States,misinfo,stopTheSteal
3156,37.09024,-95.712891,United States,misinfo,stopTheSteal
3157,35.7595731,-79.01929969999999,North Carolina,misinfo,stopTheSteal
3158,38.865959,-76.95071899999999,Alabama Ave SE & Pennsylvania Ave SE,misinfo,stopTheSteal
3159,37.09024,-95.712891,United States,misinfo,stopTheSteal
3160,40.46366700000001,-3.74922,Spain,misinfo,stopTheSteal
3161,6.42375,-66.58973,Venezuela,misinfo,stopTheSteal
3162,24.5554183,-81.7841722,Key West,misinfo,stopTheSteal
3163,38.8113476,-77.10948719999999,Good Luck,misinfo,stopTheSteal
3164,,,,misinfo,stopTheSteal
3165,,,,misinfo,stopTheSteal
3166,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3167,34.5199402,-105.8700901,New Mexico,misinfo,stopTheSteal
3168,35.5174913,-86.5804473,Tennessee,misinfo,stopTheSteal
3169,-25.274398,133.775136,Australia,misinfo,stopTheSteal
3170,38.3565773,-121.9877444,Vacaville,misinfo,stopTheSteal
3171,39.4137149,-76.9227562,Oklahoma,misinfo,stopTheSteal
3172,33.748752,-84.38768449999999,Atlanta,misinfo,stopTheSteal
3173,33.4483771,-112.0740373,Phoenix,misinfo,stopTheSteal
3174,37.09024,-95.712891,United States,misinfo,stopTheSteal
3175,34.2506356,-118.61481,Chatsworth,misinfo,stopTheSteal
3176,37.09024,-95.712891,United States,misinfo,stopTheSteal
3177,61.2175758,-149.8996784,Anchorage,misinfo,stopTheSteal
3178,41.5800945,-71.4774291,Rhode Island,misinfo,stopTheSteal
3179,38.8705755,-77.0169926,US Military District-Wa Public,misinfo,stopTheSteal
3180,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3181,36.778261,-119.4179324,California,misinfo,stopTheSteal
3182,57.42746,15.08533,Vetlanda,misinfo,stopTheSteal
3183,37.56146,-77.46915179999999,The Jungle Room,misinfo,stopTheSteal
3184,34.5573549,-92.2863403,Arkansas,misinfo,stopTheSteal
3185,30.2058391,-81.5518993,Southside,misinfo,stopTheSteal
3186,38.9071923,-77.0368707,Washington,misinfo,stopTheSteal
3187,40.5575986,-74.2846022,Woodbridge Township,misinfo,stopTheSteal
3188,,,,misinfo,stopTheSteal
3189,33.748752,-84.38768449999999,Atlanta,misinfo,stopTheSteal
3190,38.2856247,-85.8241312,New Albany,misinfo,stopTheSteal
3191,45.515232,-122.6783853,Portland,misinfo,stopTheSteal
3192,34.0522342,-118.2436849,Los Angeles,misinfo,stopTheSteal
3193,37.09024,-95.712891,United States,misinfo,stopTheSteal
3194,34.0489281,-111.0937311,Arizona,misinfo,stopTheSteal
3195,40.4107964,-75.2479061,Bucks County,misinfo,stopTheSteal
3196,35.9131996,-79.0558445,Chapel Hill,misinfo,stopTheSteal
3197,51.5072178,-0.1275862,London,misinfo,stopTheSteal
3198,39.1031182,-84.5120196,Cincinnati,misinfo,stopTheSteal
3199,34.0522342,-118.2436849,Los Angeles,misinfo,stopTheSteal
3200,43.7844397,-88.7878678,Wisconsin,misinfo,stopTheSteal
3201,40.49792739999999,-74.44976240000001,Nirvanis Indian Kitchen,misinfo,stopTheSteal
3202,38.9108325,-75.52766989999999,Delaware,misinfo,stopTheSteal
3203,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3204,37.09024,-95.712891,United States,misinfo,stopTheSteal
3205,31.21354,121.44558,Wu Lu Mu Qi Zhong Lu,misinfo,stopTheSteal
3206,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3207,33.748752,-84.38768449999999,Atlanta,misinfo,stopTheSteal
3208,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3209,,,,misinfo,stopTheSteal
3210,40.46366700000001,-3.74922,Spain,misinfo,stopTheSteal
3211,25.7616798,-80.1917902,Miami,misinfo,stopTheSteal
3212,,,,misinfo,stopTheSteal
3213,33.836081,-81.1637245,South Carolina,misinfo,stopTheSteal
3214,40.441039,-74.102554,Burial At Sea Services,misinfo,stopTheSteal
3215,51.5072178,-0.1275862,London,misinfo,stopTheSteal
3216,,,,misinfo,stopTheSteal
3217,38.9784492,-76.4945122,EVERYWHERE Communications,misinfo,stopTheSteal
3218,39.613321,-105.0166498,Littleton,misinfo,stopTheSteal
3219,37.7749295,-122.4194155,San Francisco,misinfo,stopTheSteal
3220,,,,misinfo,stopTheSteal
3221,40.2671941,-86.1349019,Indiana,misinfo,stopTheSteal
3222,37.09024,-95.712891,United States,misinfo,stopTheSteal
3223,43.8041334,-120.5542012,Oregon,misinfo,stopTheSteal
3224,37.6035646,-77.5481684,Office of Children's Services,misinfo,stopTheSteal
3225,42.3600825,-71.0588801,Boston,misinfo,stopTheSteal
3226,39.0538119,-76.8955553,Milwaukee Tool Factory Service Center,misinfo,stopTheSteal
3227,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3228,38.9071923,-77.0368707,Washington,misinfo,stopTheSteal
3229,29.4251905,-98.4945922,San Antonio,misinfo,stopTheSteal
3230,45.515232,-122.6783853,Portland,misinfo,stopTheSteal
3231,47.7510741,-120.7401385,Washington,misinfo,stopTheSteal
3232,40.6331249,-89.3985283,Illinois,misinfo,stopTheSteal
3233,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3234,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3235,37.2934681,-80.05476259999999,Salem,misinfo,stopTheSteal
3236,48.856614,2.3522219,Paris,misinfo,stopTheSteal
3237,61.2175758,-149.8996784,Anchorage,misinfo,stopTheSteal
3238,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3239,35.49184410000001,139.6637104,Yokohama City Bus Tsurumi Office,misinfo,stopTheSteal
3240,,,,misinfo,stopTheSteal
3241,29.5962465,-95.6213524,Sugar Land Town Square,misinfo,stopTheSteal
3242,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3243,39.0277832,-94.6557914,Mission,misinfo,stopTheSteal
3244,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3245,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3246,41.6687897,-70.29624079999999,Cape Cod,misinfo,stopTheSteal
3247,22.3193039,114.1693611,Hong Kong,misinfo,stopTheSteal
3248,37.09024,-95.712891,United States,misinfo,stopTheSteal
3249,22.3193039,114.1693611,Hong Kong,misinfo,stopTheSteal
3250,45.5018869,-73.56739189999999,Montreal,misinfo,stopTheSteal
3251,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3252,,,,misinfo,stopTheSteal
3253,51.5072178,-0.1275862,London,misinfo,stopTheSteal
3254,,,,misinfo,stopTheSteal
3255,52.0704978,4.3006999,The Hague,misinfo,stopTheSteal
3256,32.1656221,-82.9000751,Georgia,misinfo,stopTheSteal
3257,38.9071923,-77.0368707,Washington,misinfo,stopTheSteal
3258,,,,misinfo,stopTheSteal
3259,55.95647599999999,-4.771983,Greenock,misinfo,stopTheSteal
3260,37.09024,-95.712891,United States,misinfo,stopTheSteal
3261,42.4072107,-71.3824374,Massachusetts,misinfo,stopTheSteal
3262,41.7658043,-72.6733723,Hartford,misinfo,stopTheSteal
3263,51.410457,-0.833861,Wokingham,misinfo,stopTheSteal
3264,36.171563,-115.1391009,Las Vegas,misinfo,stopTheSteal
3265,42.033279,-91.5968958,Marion,misinfo,stopTheSteal
3266,38.9966958,-77.4081066,DMV Sterling Blvd,misinfo,stopTheSteal
3267,39.0457549,-76.64127119999999,Maryland,misinfo,stopTheSteal
3268,37.09024,-95.712891,United States,misinfo,stopTheSteal
3269,38.8048355,-77.0469214,Alexandria,misinfo,stopTheSteal
3270,29.95106579999999,-90.0715323,New Orleans,misinfo,stopTheSteal
3271,38.9784492,-76.4945122,EVERYWHERE Communications,misinfo,stopTheSteal
3272,38.9583095,-77.3588582,The M.O.,misinfo,stopTheSteal
3273,38.9153628,-77.0315175,Compass Rose,misinfo,stopTheSteal
3274,39.0997265,-94.5785667,Kansas City,misinfo,stopTheSteal
3275,29.7604267,-95.3698028,Houston,misinfo,stopTheSteal
3276,46.729553,-94.6858998,Minnesota,misinfo,stopTheSteal
3277,29.4251905,-98.4945922,San Antonio,misinfo,stopTheSteal
3278,42.3600825,-71.0588801,Boston,misinfo,stopTheSteal
3279,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3280,51.502781,-0.087738,Southwark,misinfo,stopTheSteal
3281,39.91877900000001,-75.3930362,Bittersweet Kitchen,misinfo,stopTheSteal
3282,37.11392500000001,-79.95444049999999,Trump Store,misinfo,stopTheSteal
3283,40.6781784,-73.9441579,Brooklyn,misinfo,stopTheSteal
3284,35.7595731,-79.01929969999999,North Carolina,misinfo,stopTheSteal
3285,45.253783,-69.4454689,Maine,misinfo,stopTheSteal
3286,39.9525839,-75.1652215,Philadelphia,misinfo,stopTheSteal
3287,,,,misinfo,stopTheSteal
3288,26.190096,-80.365865,Broward County,misinfo,stopTheSteal
3289,41.0167507,-75.897143,Freeland,misinfo,stopTheSteal
3290,37.09024,-95.712891,United States,misinfo,stopTheSteal
3291,36.171563,-115.1391009,Las Vegas,misinfo,stopTheSteal
3292,-25.274398,133.775136,Australia,misinfo,stopTheSteal
3293,42.4072107,-71.3824374,Massachusetts,misinfo,stopTheSteal
3294,34.0522342,-118.2436849,Los Angeles,misinfo,stopTheSteal
3295,34.5573549,-92.2863403,Arkansas,misinfo,stopTheSteal
3296,,,,misinfo,stopTheSteal
3297,44.84966499999999,-0.4502368,Gironde,misinfo,stopTheSteal
3298,37.9236194,-104.9302662,Rye,misinfo,stopTheSteal
3299,36.778261,-119.4179324,California,misinfo,stopTheSteal
3300,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3301,15.870032,100.992541,Thailand,misinfo,stopTheSteal
3302,43.610769,3.876716,Montpellier,misinfo,stopTheSteal
3303,40.6781784,-73.9441579,Brooklyn,misinfo,stopTheSteal
3304,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3305,,,,misinfo,stopTheSteal
3306,,,,misinfo,stopTheSteal
3307,42.5847425,-87.82118539999999,Kenosha,misinfo,stopTheSteal
3308,40.67804,-73.997764,Via Roma Pizza Bar,misinfo,stopTheSteal
3309,37.09024,-95.712891,United States,misinfo,stopTheSteal
3310,40.5939636,-74.6049061,Bridgewater,misinfo,stopTheSteal
3311,40.44062479999999,-79.9958864,Pittsburgh,misinfo,stopTheSteal
3312,39.0143802,-77.4737191,East Coast Edge Dance Center,misinfo,stopTheSteal
3313,43.7844397,-88.7878678,Wisconsin,misinfo,stopTheSteal
3314,42.63701409999999,-76.1788174,Homer,misinfo,stopTheSteal
3315,37.09024,-95.712891,United States,misinfo,stopTheSteal
3316,45.109289,2.6753452,Massif Central,misinfo,stopTheSteal
3317,27.4934041,-109.940064,Cajeme,misinfo,stopTheSteal
3318,32.7766642,-96.7969879,Dallas,misinfo,stopTheSteal
3319,37.09024,-95.712891,United States,misinfo,stopTheSteal
3320,40.6331249,-89.3985283,Illinois,misinfo,stopTheSteal
3321,45.515232,-122.6783853,Portland,misinfo,stopTheSteal
3322,,,,misinfo,stopTheSteal
3323,-30.559482,22.937506,South Africa,misinfo,stopTheSteal
3324,37.8271784,-122.2913078,San Francisco Bay Area,misinfo,stopTheSteal
3325,51.253775,-85.323214,Ontario,misinfo,stopTheSteal
3326,40.2671941,-86.1349019,Indiana,misinfo,stopTheSteal
3327,39.9525839,-75.1652215,Philadelphia,misinfo,stopTheSteal
3328,43.0481221,-76.14742439999999,Syracuse,misinfo,stopTheSteal
3329,51.637683,0.282829,Pilgrims Hatch,misinfo,stopTheSteal
3330,38.9370123,-77.18248009999999,Mars Inc,misinfo,stopTheSteal
3331,,,,misinfo,stopTheSteal
3332,45.253783,-69.4454689,Maine,misinfo,stopTheSteal
3333,44.3148443,-85.60236429999999,Michigan,misinfo,stopTheSteal
3334,,,,misinfo,stopTheSteal
3335,37.09024,-95.712891,United States,misinfo,stopTheSteal
3336,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3337,,,,misinfo,stopTheSteal
3338,38.9071923,-77.0368707,Washington,misinfo,stopTheSteal
3339,37.09024,-95.712891,United States,misinfo,stopTheSteal
3340,39.2903848,-76.6121893,Baltimore,misinfo,stopTheSteal
3341,36.171563,-115.1391009,Las Vegas,misinfo,stopTheSteal
3342,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3343,32.715738,-117.1610838,San Diego,misinfo,stopTheSteal
3344,35.5174913,-86.5804473,Tennessee,misinfo,stopTheSteal
3345,38.9588921,-77.35843489999999,Ted's Bulletin,misinfo,stopTheSteal
3346,38.8409507,-77.30818289999999,City of Fairfax City Hall,misinfo,stopTheSteal
3347,39.9525839,-75.1652215,Philadelphia,misinfo,stopTheSteal
3348,,,,misinfo,stopTheSteal
3349,43.7844397,-88.7878678,Wisconsin,misinfo,stopTheSteal
3350,,,,misinfo,stopTheSteal
3351,37.09024,-95.712891,United States,misinfo,stopTheSteal
3352,37.9642529,-91.8318334,Missouri,misinfo,stopTheSteal
3353,42.5246357,-92.4604145,Midwestern United States,misinfo,stopTheSteal
3354,38.9380912,-77.04493269999999,Northwest Washington,misinfo,stopTheSteal
3355,44.3148443,-85.60236429999999,Michigan,misinfo,stopTheSteal
3356,,,,misinfo,stopTheSteal
3357,43.7844397,-88.7878678,Wisconsin,misinfo,stopTheSteal
3358,51.5072178,-0.1275862,London,misinfo,stopTheSteal
3359,42.66968199999999,-73.7485195,Upstate New York,misinfo,stopTheSteal
3360,36.778261,-119.4179324,California,misinfo,stopTheSteal
3361,39.1359643,-77.1914572,Dock of the Bay,misinfo,stopTheSteal
3362,-26.1075663,28.0567007,Sandton,misinfo,stopTheSteal
3363,30.2162047,-92.0542092,South Louisiana Community College - Lafayette Campus,misinfo,stopTheSteal
3364,33.7174708,-117.8311428,Orange County,misinfo,stopTheSteal
3365,40.9449469,-78.9844009,Western PA District,misinfo,stopTheSteal
3366,,,,misinfo,stopTheSteal
3367,34.0522342,-118.2436849,Los Angeles,misinfo,stopTheSteal
3368,,,,misinfo,stopTheSteal
3369,33.7700504,-118.1937395,Long Beach,misinfo,stopTheSteal
3370,6.5243793,3.3792057,Lagos,misinfo,stopTheSteal
3371,37.4315734,-78.6568942,Virginia,misinfo,stopTheSteal
3372,31.7618778,-106.4850217,El Paso,misinfo,stopTheSteal
3373,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3374,39.2903848,-76.6121893,Baltimore,misinfo,stopTheSteal
3375,41.6081492,-74.2990401,Pine Bush,misinfo,stopTheSteal
3376,41.2033216,-77.1945247,Pennsylvania,misinfo,stopTheSteal
3377,,,,misinfo,stopTheSteal
3378,,,,misinfo,stopTheSteal
3379,52.3555177,-1.1743197,England,misinfo,stopTheSteal
3380,39.1154144,-77.56334460000001,Loudoun County Victim Witness,misinfo,stopTheSteal
3381,32.7554883,-97.3307658,Fort Worth,misinfo,stopTheSteal
3382,43.0125274,-83.6874562,Flint,misinfo,stopTheSteal
3383,56.49067119999999,-4.2026458,Scotland,misinfo,stopTheSteal
3384,39.3209801,-111.0937311,Utah,misinfo,stopTheSteal
3385,36.778261,-119.4179324,California,misinfo,stopTheSteal
3386,37.09024,-95.712891,United States,misinfo,stopTheSteal
3387,33.836081,-81.1637245,South Carolina,misinfo,stopTheSteal
3388,38.9071923,-77.0368707,Washington,misinfo,stopTheSteal
3389,43.9653889,-70.8226541,New England,misinfo,stopTheSteal
3390,40.2267654,-75.2561884,BornGa — 본가,misinfo,stopTheSteal
3391,36.778261,-119.4179324,California,misinfo,stopTheSteal
3392,32.3546679,-89.3985283,Mississippi,misinfo,stopTheSteal
3393,,,,misinfo,stopTheSteal
3394,27.6648274,-81.5157535,Florida,misinfo,stopTheSteal
3395,37.09024,-95.712891,United States,misinfo,stopTheSteal
3396,30.267153,-97.7430608,Austin,misinfo,stopTheSteal
3397,35.6761919,139.6503106,Tokyo,misinfo,stopTheSteal
3398,43.2557206,-79.8711024,Hamilton,misinfo,stopTheSteal
3399,42.555644,-72.06757900000001,Templeton,misinfo,stopTheSteal
3400,40.7127753,-74.0059728,New York,misinfo,stopTheSteal
3401,31.9685988,-99.9018131,Texas,misinfo,stopTheSteal
3402,37.09024,-95.712891,United States,misinfo,stopTheSteal
3403,41.2033216,-77.1945247,Pennsylvania,misinfo,stopTheSteal
3404,40.7048242,-73.65012949999999,West Hempstead,misinfo,stopTheSteal
3405,39.3744515,-76.5092744,Gotham City Wholesale,misinfo,stopTheSteal
3406,37.09024,-95.712891,United States,misinfo,stopTheSteal
3407,43.7508284,-87.71453,Sheboygan,misinfo,stopTheSteal
3408,37.09024,-95.712891,United States,misinfo,stopTheSteal
3409,40.9348306,-74.7106045,Wild West City,misinfo,stopTheSteal
3410,41.2033216,-77.1945247,Pennsylvania,misinfo,stopTheSteal
3411,49.8954221,-97.1385145,Winnipeg,misinfo,stopTheSteal
3412,34.5199402,-105.8700901,New Mexico,misinfo,stopTheSteal
3413,,,,misinfo,stopTheSteal
3414,32.1656221,-82.9000751,Georgia,misinfo,stopTheSteal
3415,40.0583238,-74.4056612,New Jersey,misinfo,stopTheSteal
3416,34.0489281,-111.0937311,Arizona,misinfo,stopTheSteal
3417,44.9260794,-93.4044187,Hopkins,misinfo,stopTheSteal
3418,38.982716,-77.093021,White House Nannies Inc.,misinfo,stopTheSteal
3419,33.836081,-81.1637245,South Carolina,misinfo,stopTheSteal
3420,38.8621946,-77.7741664,Peyton's Place,misinfo,stopTheSteal
3421,51.5072178,-0.1275862,London,misinfo,stopTheSteal
