i,lat,lon,name
1431,43.226551,-79.6869442,Mid West Coast Canada Inc
1431,34.7023389,-82.4645714,Piedmont
1431,56.49067119999999,-4.2026458,Scotland
1431,55.378051,-3.435973,United Kingdom
1431,-34.9284989,138.6007456,Adelaide
1431,43.1938516,-71.5723953,New Hampshire
1431,37.09024,-95.712891,United States
1431,51.6858341,-3.3821421,South Wales
1431,53.235048,-1.421629,Chesterfield
1431,36.1626638,-86.7816016,Nashville
1431,40.7127753,-74.0059728,New York
1431,37.177339,-3.5986917,Babylon Systems Sl
1431,51.483707,-3.1680962,Cardiff
1431,51.515649,-0.134586,Oxford House College
1431,25.40091,88.53236059999999,Gangarampur
1431,30.375321,69.34511599999999,Pakistan
1431,28.274347,-82.38857829999999,Tampa-St. Petersburg Metropolitan Area
1431,53.778625,-1.2454,God's Own Spirit
1431,44.3148443,-85.60236429999999,Michigan
1431,51.5072178,-0.1275862,London
1431,51.4401814,0.2692183,DA9 9SE
1431,55.9496024,-3.1092874,Portobello
1431,53.8007554,-1.5490774,Leeds
1431,51.5072178,-0.1275862,London
1431,40.422582,-3.7112787,Tamarindo Express Madrid
1431,40.3301898,-111.9044877,Saratoga Springs
1431,51.483707,-3.1680962,Cardiff
1431,55.378051,-3.435973,United Kingdom
1431,40.0792766,-75.3015714,Conshohocken
1431,37.36883,-122.0363496,Sunnyvale
1431,34.0522342,-118.2436849,Los Angeles
1431,27.2730492,-80.3582261,Port St. Lucie
1431,50.8476424,4.3571696,Brussels
1431,43.8975446,-78.94293290000002,Whitby
1431,55.378051,-3.435973,United Kingdom
1431,55.864237,-4.251806,Glasgow
1431,55.378051,-3.435973,United Kingdom
1431,38.4192496,-82.44515400000002,Huntington
1431,51.153432,-2.4704086,South West
1431,31.9685988,-99.9018131,Texas
1431,40.7127753,-74.0059728,New York
1431,52.6292567,1.2978802,Norwich
1431,37.09024,-95.712891,United States
1431,,,
1431,39.768403,-86.158068,Indianapolis
1431,39.074208,21.824312,Greece
1431,52.1306607,-3.7837117,Wales
1431,49.4481808,-2.5894685,Guernsey
1431,30.267153,-97.7430608,Austin
1431,30.267153,-97.7430608,Austin
1431,38.4978994,-77.2105349,Doncaster
1431,38.9527209,-77.44777409999999,Air Canada
